district,half,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,district_1,district_2
Abu Al-Khaseeb,88,25,25,6,5,0,14,0,14,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,89,21,21,14,3,0,3,0,3,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,90,7,7,2,0,0,5,0,5,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,91,6,6,2,0,0,3,0,3,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,92,26,23,5,0,0,4,0,4,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,93,176,168,38,2,0,9,2,11,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,94,369,360,78,16,0,10,0,10,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,95,233,219,67,100,0,8,4,12,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,96,19,16,8,1,0,3,2,5,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,97,10,9,3,0,0,4,2,6,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,98,3,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Ghraib,88,176,176,65,19,0,89,3,92,Abu Ghraib,Abu Ghraib
Abu Ghraib,89,569,569,133,64,0,329,2,331,Abu Ghraib,Abu Ghraib
Abu Ghraib,90,800,800,167,34,0,527,0,527,Abu Ghraib,Abu Ghraib
Abu Ghraib,91,540,540,115,6,0,349,0,349,Abu Ghraib,Abu Ghraib
Abu Ghraib,92,993,969,280,3,0,613,0,613,Abu Ghraib,Abu Ghraib
Abu Ghraib,93,1135,1016,345,8,0,427,186,613,Abu Ghraib,Abu Ghraib
Abu Ghraib,94,1055,956,388,5,8,267,271,538,Abu Ghraib,Abu Ghraib
Abu Ghraib,95,417,391,108,11,1,110,161,271,Abu Ghraib,Abu Ghraib
Abu Ghraib,96,207,204,34,3,0,77,79,156,Abu Ghraib,Abu Ghraib
Abu Ghraib,97,193,190,15,1,3,81,80,161,Abu Ghraib,Abu Ghraib
Abu Ghraib,98,41,41,0,0,0,24,15,39,Abu Ghraib,Abu Ghraib
Adhamiya,88,114,114,37,17,0,56,4,60,Adhamiya,Adhamiya
Adhamiya,89,183,183,65,49,0,56,3,59,Adhamiya,Adhamiya
Adhamiya,90,103,103,43,6,3,46,0,46,Adhamiya,Adhamiya
Adhamiya,91,124,123,42,2,0,66,0,66,Adhamiya,Adhamiya
Adhamiya,92,485,316,137,3,0,208,0,208,Adhamiya,Adhamiya
Adhamiya,93,1360,628,311,7,7,356,20,376,Adhamiya,Adhamiya
Adhamiya,94,1225,768,322,24,7,294,91,385,Adhamiya,Adhamiya
Adhamiya,95,848,622,217,60,1,229,121,350,Adhamiya,Adhamiya
Adhamiya,96,462,413,123,19,1,181,83,264,Adhamiya,Adhamiya
Adhamiya,97,258,241,46,7,1,116,65,181,Adhamiya,Adhamiya
Adhamiya,98,57,52,8,1,0,25,15,40,Adhamiya,Adhamiya
Afaq,88,1,1,1,0,0,0,0,0,Afaq,Afaq
Afaq,89,0,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,90,4,4,2,0,0,2,0,2,Afaq,Afaq
Afaq,91,0,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,92,4,4,2,0,0,2,0,2,Afaq,Afaq
Afaq,93,22,16,5,0,0,12,0,12,Afaq,Afaq
Afaq,94,38,23,4,2,2,9,8,17,Afaq,Afaq
Afaq,95,46,29,17,2,1,13,0,13,Afaq,Afaq
Afaq,96,1,1,1,0,0,0,0,0,Afaq,Afaq
Afaq,97,4,3,2,0,0,1,0,1,Afaq,Afaq
Afaq,98,0,0,0,0,0,0,0,0,Afaq,Afaq
Ain Al-Tamur,88,1,1,0,0,0,1,0,1,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,89,1,1,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,90,3,3,0,0,0,1,0,1,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,91,4,4,1,0,0,1,0,1,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,92,12,12,6,0,0,5,0,5,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,93,18,17,7,0,0,6,2,8,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,94,4,2,0,0,2,0,2,2,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,95,1,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,96,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,97,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,98,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Akre,88,1,1,0,0,0,1,0,1,Akre,Akre
Akre,89,0,0,0,0,0,0,0,0,Akre,Akre
Akre,90,2,2,2,0,0,0,0,0,Akre,Akre
Akre,91,0,0,0,0,0,0,0,0,Akre,Akre
Akre,92,5,5,0,0,0,5,0,5,Akre,Akre
Akre,93,4,4,1,0,0,2,0,2,Akre,Akre
Akre,94,2,2,0,0,0,0,2,2,Akre,Akre
Akre,95,5,4,1,1,0,2,0,2,Akre,Akre
Akre,96,1,1,0,0,0,1,0,1,Akre,Akre
Akre,97,13,12,0,1,0,6,4,10,Akre,Akre
Akre,98,1,1,0,0,0,0,1,1,Akre,Akre
Al Resafa,88,112,112,46,14,0,48,4,52,Al Resafa,Al Resafa
Al Resafa,89,171,171,80,29,0,57,1,58,Al Resafa,Al Resafa
Al Resafa,90,173,173,64,6,0,96,0,96,Al Resafa,Al Resafa
Al Resafa,91,145,144,32,0,3,96,0,96,Al Resafa,Al Resafa
Al Resafa,92,292,216,47,0,3,189,0,189,Al Resafa,Al Resafa
Al Resafa,93,899,447,186,1,9,329,24,353,Al Resafa,Al Resafa
Al Resafa,94,857,442,206,38,16,254,60,314,Al Resafa,Al Resafa
Al Resafa,95,812,501,233,47,3,242,61,303,Al Resafa,Al Resafa
Al Resafa,96,428,379,137,35,3,151,46,197,Al Resafa,Al Resafa
Al Resafa,97,346,300,45,6,6,172,70,242,Al Resafa,Al Resafa
Al Resafa,98,53,50,10,3,0,27,10,37,Al Resafa,Al Resafa
Al Sadr,88,355,355,142,97,0,113,3,116,Al Sadr,Al Sadr
Al Sadr,89,576,576,217,163,0,193,0,193,Al Sadr,Al Sadr
Al Sadr,90,211,211,131,4,0,76,0,76,Al Sadr,Al Sadr
Al Sadr,91,185,181,70,2,1,96,0,96,Al Sadr,Al Sadr
Al Sadr,92,364,234,62,2,2,173,0,173,Al Sadr,Al Sadr
Al Sadr,93,1105,484,162,2,6,264,36,300,Al Sadr,Al Sadr
Al Sadr,94,1062,778,196,37,8,369,113,482,Al Sadr,Al Sadr
Al Sadr,95,939,756,307,127,4,279,82,361,Al Sadr,Al Sadr
Al Sadr,96,1423,1373,594,124,3,398,238,636,Al Sadr,Al Sadr
Al Sadr,97,244,226,40,9,1,106,63,169,Al Sadr,Al Sadr
Al Sadr,98,44,40,7,2,0,20,10,30,Al Sadr,Al Sadr
Al-Ba'aj,88,3,3,1,0,0,2,0,2,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,89,1,1,1,0,0,0,0,0,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,90,6,6,3,0,0,2,0,2,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,91,17,17,1,0,0,11,0,11,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,92,17,17,0,0,0,11,0,11,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,93,8,6,2,0,0,3,1,4,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,94,8,4,2,1,0,0,1,1,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,95,28,28,3,1,1,14,8,22,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,96,28,27,6,1,1,13,6,19,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,97,13,11,3,2,1,2,1,3,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,98,1,1,0,0,0,0,0,0,Al-Ba'aj,Al-Ba'aj
Al-Chibayish,88,4,4,3,1,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,89,6,6,6,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,90,6,6,6,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,91,3,3,3,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,92,1,1,1,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,93,12,11,1,0,0,9,2,11,Al-Chibayish,Al-Chibayish
Al-Chibayish,94,17,17,0,0,0,12,1,13,Al-Chibayish,Al-Chibayish
Al-Chibayish,95,11,8,0,0,0,7,2,9,Al-Chibayish,Al-Chibayish
Al-Chibayish,96,21,16,1,0,0,8,6,14,Al-Chibayish,Al-Chibayish
Al-Chibayish,97,4,3,0,0,0,2,1,3,Al-Chibayish,Al-Chibayish
Al-Chibayish,98,3,2,0,0,0,1,1,2,Al-Chibayish,Al-Chibayish
Al-Daur,88,136,136,59,23,0,54,0,54,Al-Daur,Al-Daur
Al-Daur,89,491,491,233,34,0,186,2,188,Al-Daur,Al-Daur
Al-Daur,90,700,700,309,21,0,306,0,306,Al-Daur,Al-Daur
Al-Daur,91,620,620,263,1,2,240,0,240,Al-Daur,Al-Daur
Al-Daur,92,367,353,106,0,0,189,0,189,Al-Daur,Al-Daur
Al-Daur,93,377,299,93,3,2,118,32,150,Al-Daur,Al-Daur
Al-Daur,94,581,538,239,5,3,144,69,213,Al-Daur,Al-Daur
Al-Daur,95,575,538,234,24,0,151,84,235,Al-Daur,Al-Daur
Al-Daur,96,213,200,74,2,4,72,45,117,Al-Daur,Al-Daur
Al-Daur,97,127,117,28,2,0,44,35,79,Al-Daur,Al-Daur
Al-Daur,98,59,56,7,1,0,28,12,40,Al-Daur,Al-Daur
Al-Hai,88,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,89,1,1,0,0,0,1,0,1,Al-Hai,Al-Hai
Al-Hai,90,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,91,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,92,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,93,2,1,1,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,94,4,1,1,0,0,2,1,3,Al-Hai,Al-Hai
Al-Hai,95,3,3,1,0,0,2,0,2,Al-Hai,Al-Hai
Al-Hai,96,4,4,1,0,0,3,0,3,Al-Hai,Al-Hai
Al-Hai,97,2,2,2,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,98,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hamdaniya,88,210,210,108,19,0,79,4,83,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,89,344,344,122,22,0,116,8,124,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,90,870,870,380,12,1,372,0,372,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,91,767,763,433,0,0,279,0,279,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,92,739,666,192,2,0,459,0,459,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,93,997,848,321,0,2,387,142,529,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,94,1126,978,384,8,3,367,210,577,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,95,1448,1339,641,23,15,424,260,684,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,96,1312,1198,464,11,7,438,270,708,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,97,1027,835,177,16,5,447,182,629,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,98,168,157,18,3,1,81,49,130,Al-Hamdaniya,Al-Hamdaniya
Al-Hawiga,88,41,41,17,2,0,22,0,22,Al-Hawiga,Al-Hawiga
Al-Hawiga,89,105,105,42,1,0,45,0,45,Al-Hawiga,Al-Hawiga
Al-Hawiga,90,283,283,69,2,0,199,0,199,Al-Hawiga,Al-Hawiga
Al-Hawiga,91,428,426,82,3,0,300,0,300,Al-Hawiga,Al-Hawiga
Al-Hawiga,92,556,524,129,1,0,379,0,379,Al-Hawiga,Al-Hawiga
Al-Hawiga,93,496,462,124,4,2,210,81,291,Al-Hawiga,Al-Hawiga
Al-Hawiga,94,623,560,104,5,1,220,145,365,Al-Hawiga,Al-Hawiga
Al-Hawiga,95,660,584,161,49,2,201,121,322,Al-Hawiga,Al-Hawiga
Al-Hawiga,96,107,105,20,3,1,32,45,77,Al-Hawiga,Al-Hawiga
Al-Hawiga,97,112,111,12,10,0,31,45,76,Al-Hawiga,Al-Hawiga
Al-Hawiga,98,37,36,7,0,0,11,11,22,Al-Hawiga,Al-Hawiga
Al-Hindiya,88,18,18,8,1,0,7,2,9,Al-Hindiya,Al-Hindiya
Al-Hindiya,89,13,13,5,2,0,5,1,6,Al-Hindiya,Al-Hindiya
Al-Hindiya,90,21,21,4,1,0,16,0,16,Al-Hindiya,Al-Hindiya
Al-Hindiya,91,21,21,5,0,0,16,0,16,Al-Hindiya,Al-Hindiya
Al-Hindiya,92,15,14,2,0,0,13,0,13,Al-Hindiya,Al-Hindiya
Al-Hindiya,93,17,11,3,0,0,8,0,8,Al-Hindiya,Al-Hindiya
Al-Hindiya,94,8,7,1,0,1,5,0,5,Al-Hindiya,Al-Hindiya
Al-Hindiya,95,10,9,5,0,0,4,1,5,Al-Hindiya,Al-Hindiya
Al-Hindiya,96,1,1,0,0,0,1,0,1,Al-Hindiya,Al-Hindiya
Al-Hindiya,97,2,0,0,0,0,0,0,0,Al-Hindiya,Al-Hindiya
Al-Hindiya,98,1,1,0,0,0,0,1,1,Al-Hindiya,Al-Hindiya
Al-Ka'im,88,63,63,12,6,0,45,0,45,Al-Ka'im,Al-Ka'im
Al-Ka'im,89,175,175,62,33,0,58,0,58,Al-Ka'im,Al-Ka'im
Al-Ka'im,90,233,233,55,10,0,68,0,68,Al-Ka'im,Al-Ka'im
Al-Ka'im,91,458,458,148,0,0,207,0,207,Al-Ka'im,Al-Ka'im
Al-Ka'im,92,174,169,24,0,2,133,0,133,Al-Ka'im,Al-Ka'im
Al-Ka'im,93,241,235,29,2,8,85,68,153,Al-Ka'im,Al-Ka'im
Al-Ka'im,94,124,108,9,0,1,23,85,108,Al-Ka'im,Al-Ka'im
Al-Ka'im,95,51,48,5,0,1,7,34,41,Al-Ka'im,Al-Ka'im
Al-Ka'im,96,33,32,3,0,0,8,17,25,Al-Ka'im,Al-Ka'im
Al-Ka'im,97,14,13,2,1,0,5,4,9,Al-Ka'im,Al-Ka'im
Al-Ka'im,98,7,7,2,0,0,3,1,4,Al-Ka'im,Al-Ka'im
Al-Kahla,88,2,2,0,2,0,0,0,0,Al-Kahla,Al-Kahla
Al-Kahla,89,1,1,0,1,0,0,0,0,Al-Kahla,Al-Kahla
Al-Kahla,90,1,1,0,0,0,1,0,1,Al-Kahla,Al-Kahla
Al-Kahla,91,0,0,0,0,0,0,0,0,Al-Kahla,Al-Kahla
Al-Kahla,92,0,0,0,0,0,0,0,0,Al-Kahla,Al-Kahla
Al-Kahla,93,1,1,0,0,0,0,0,0,Al-Kahla,Al-Kahla
Al-Kahla,94,2,1,1,0,0,0,0,0,Al-Kahla,Al-Kahla
Al-Kahla,95,0,0,0,0,0,0,0,0,Al-Kahla,Al-Kahla
Al-Kahla,96,0,0,0,0,0,0,0,0,Al-Kahla,Al-Kahla
Al-Kahla,97,0,0,0,0,0,0,0,0,Al-Kahla,Al-Kahla
Al-Kahla,98,0,0,0,0,0,0,0,0,Al-Kahla,Al-Kahla
Al-Khalis,88,19,19,7,2,0,10,0,10,Al-Khalis,Al-Khalis
Al-Khalis,89,67,67,20,4,0,41,1,42,Al-Khalis,Al-Khalis
Al-Khalis,90,84,84,20,4,0,55,0,55,Al-Khalis,Al-Khalis
Al-Khalis,91,88,88,24,0,0,55,0,55,Al-Khalis,Al-Khalis
Al-Khalis,92,162,126,38,0,0,86,0,86,Al-Khalis,Al-Khalis
Al-Khalis,93,235,126,69,2,3,77,15,92,Al-Khalis,Al-Khalis
Al-Khalis,94,269,163,61,4,6,63,28,91,Al-Khalis,Al-Khalis
Al-Khalis,95,212,142,59,31,1,51,31,82,Al-Khalis,Al-Khalis
Al-Khalis,96,42,40,16,1,0,6,17,23,Al-Khalis,Al-Khalis
Al-Khalis,97,44,37,9,0,0,15,12,27,Al-Khalis,Al-Khalis
Al-Khalis,98,8,8,0,0,0,8,0,8,Al-Khalis,Al-Khalis
Al-Khidhir,88,0,0,0,0,0,0,0,0,Al-Khidhir,Al-Khidhir
Al-Khidhir,89,3,3,2,1,0,0,0,0,Al-Khidhir,Al-Khidhir
Al-Khidhir,90,1,1,1,0,0,0,0,0,Al-Khidhir,Al-Khidhir
Al-Khidhir,91,1,1,1,0,0,0,0,0,Al-Khidhir,Al-Khidhir
Al-Khidhir,92,7,6,4,0,0,2,0,2,Al-Khidhir,Al-Khidhir
Al-Khidhir,93,3,2,2,0,0,1,0,1,Al-Khidhir,Al-Khidhir
Al-Khidhir,94,3,3,0,0,0,0,1,1,Al-Khidhir,Al-Khidhir
Al-Khidhir,95,0,0,0,0,0,0,0,0,Al-Khidhir,Al-Khidhir
Al-Khidhir,96,0,0,0,0,0,0,0,0,Al-Khidhir,Al-Khidhir
Al-Khidhir,97,0,0,0,0,0,0,0,0,Al-Khidhir,Al-Khidhir
Al-Khidhir,98,1,1,1,0,0,0,0,0,Al-Khidhir,Al-Khidhir
Al-Mahawil,88,112,112,25,14,0,66,7,73,Al-Mahawil,Al-Mahawil
Al-Mahawil,89,180,180,49,35,0,86,1,87,Al-Mahawil,Al-Mahawil
Al-Mahawil,90,181,181,38,10,1,102,0,102,Al-Mahawil,Al-Mahawil
Al-Mahawil,91,99,99,20,0,2,63,0,63,Al-Mahawil,Al-Mahawil
Al-Mahawil,92,151,143,23,0,0,113,0,113,Al-Mahawil,Al-Mahawil
Al-Mahawil,93,394,280,60,1,1,193,38,231,Al-Mahawil,Al-Mahawil
Al-Mahawil,94,560,377,127,16,2,171,52,223,Al-Mahawil,Al-Mahawil
Al-Mahawil,95,380,277,123,22,1,106,53,159,Al-Mahawil,Al-Mahawil
Al-Mahawil,96,100,96,19,8,2,27,39,66,Al-Mahawil,Al-Mahawil
Al-Mahawil,97,93,90,16,1,1,43,27,70,Al-Mahawil,Al-Mahawil
Al-Mahawil,98,22,19,3,0,0,6,8,14,Al-Mahawil,Al-Mahawil
Al-Maimouna,88,16,16,6,10,0,0,0,0,Al-Maimouna,Al-Maimouna
Al-Maimouna,89,24,24,7,17,0,0,0,0,Al-Maimouna,Al-Maimouna
Al-Maimouna,90,15,15,6,2,0,2,0,2,Al-Maimouna,Al-Maimouna
Al-Maimouna,91,14,14,3,0,0,0,0,0,Al-Maimouna,Al-Maimouna
Al-Maimouna,92,19,19,4,0,0,0,0,0,Al-Maimouna,Al-Maimouna
Al-Maimouna,93,12,12,2,0,0,5,1,6,Al-Maimouna,Al-Maimouna
Al-Maimouna,94,0,0,0,0,0,0,0,0,Al-Maimouna,Al-Maimouna
Al-Maimouna,95,1,1,1,0,0,0,0,0,Al-Maimouna,Al-Maimouna
Al-Maimouna,96,1,1,0,0,0,1,0,1,Al-Maimouna,Al-Maimouna
Al-Maimouna,97,6,6,3,0,0,2,1,3,Al-Maimouna,Al-Maimouna
Al-Maimouna,98,1,1,0,0,0,1,0,1,Al-Maimouna,Al-Maimouna
Al-Manathera,88,2,2,0,0,0,2,0,2,Al-Manathera,Al-Manathera
Al-Manathera,89,0,0,0,0,0,0,0,0,Al-Manathera,Al-Manathera
Al-Manathera,90,0,0,0,0,0,0,0,0,Al-Manathera,Al-Manathera
Al-Manathera,91,2,2,2,0,0,0,0,0,Al-Manathera,Al-Manathera
Al-Manathera,92,2,2,0,0,0,2,0,2,Al-Manathera,Al-Manathera
Al-Manathera,93,1,0,0,0,0,1,0,1,Al-Manathera,Al-Manathera
Al-Manathera,94,3,1,0,0,0,2,0,2,Al-Manathera,Al-Manathera
Al-Manathera,95,0,0,0,0,0,0,0,0,Al-Manathera,Al-Manathera
Al-Manathera,96,2,2,0,0,0,2,0,2,Al-Manathera,Al-Manathera
Al-Manathera,97,2,2,0,0,0,1,1,2,Al-Manathera,Al-Manathera
Al-Manathera,98,0,0,0,0,0,0,0,0,Al-Manathera,Al-Manathera
Al-Mejar Al-Kabi,88,11,11,2,3,0,6,0,6,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,89,9,9,4,0,0,5,0,5,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,90,5,5,1,0,0,4,0,4,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,91,11,11,4,0,0,6,0,6,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,92,5,5,3,0,0,1,0,1,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,93,11,10,0,0,0,4,0,4,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,94,5,5,0,0,0,0,0,0,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,95,0,0,0,0,0,0,0,0,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,96,1,1,0,0,0,1,0,1,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,97,33,33,11,6,0,6,8,14,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Mejar Al-Kabi,98,9,9,3,0,0,2,1,3,Al-Mejar Al-Kabi,Al-Mejar Al-Kabi
Al-Midaina,88,11,11,9,1,0,1,0,1,Al-Midaina,Al-Midaina
Al-Midaina,89,4,4,3,0,0,1,0,1,Al-Midaina,Al-Midaina
