governorate,month,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,governorate_1,governorate_2
,529,0,0,0,0,0,0,0,0,,
,530,0,0,0,0,0,0,0,0,,
,531,0,0,0,0,0,0,0,0,,
,532,0,0,0,0,0,0,0,0,,
,533,0,0,0,0,0,0,0,0,,
,534,0,0,0,0,0,0,0,0,,
,535,0,0,0,0,0,0,0,0,,
,536,0,0,0,0,0,0,0,0,,
,537,0,0,0,0,0,0,0,0,,
,538,0,0,0,0,0,0,0,0,,
,539,0,0,0,0,0,0,0,0,,
,540,0,0,0,0,0,0,0,0,,
,541,0,0,0,0,0,0,0,0,,
,542,0,0,0,0,0,0,0,0,,
,543,0,0,0,0,0,0,0,0,,
,544,0,0,0,0,0,0,0,0,,
,545,0,0,0,0,0,0,0,0,,
,546,0,0,0,0,0,0,0,0,,
,547,0,0,0,0,0,0,0,0,,
,548,0,0,0,0,0,0,0,0,,
,549,0,0,0,0,0,0,0,0,,
,550,0,0,0,0,0,0,0,0,,
,551,0,0,0,0,0,0,0,0,,
,552,0,0,0,0,0,0,0,0,,
,553,0,0,0,0,0,0,0,0,,
,554,0,0,0,0,0,0,0,0,,
,555,0,0,0,0,0,0,0,0,,
,556,0,0,0,0,0,0,0,0,,
,557,0,0,0,0,0,0,0,0,,
,558,0,0,0,0,0,0,0,0,,
,559,0,0,0,0,0,0,0,0,,
,560,0,0,0,0,0,0,0,0,,
,561,0,0,0,0,0,0,0,0,,
,562,0,0,0,0,0,0,0,0,,
,563,0,0,0,0,0,0,0,0,,
,564,0,0,0,0,0,0,0,0,,
,565,0,0,0,0,0,0,0,0,,
,566,0,0,0,0,0,0,0,0,,
,567,0,0,0,0,0,0,0,0,,
,568,0,0,0,0,0,0,0,0,,
,569,0,0,0,0,0,0,0,0,,
,570,0,0,0,0,0,0,0,0,,
,571,0,0,0,0,0,0,0,0,,
,572,0,0,0,0,0,0,0,0,,
,573,0,0,0,0,0,0,0,0,,
,574,0,0,0,0,0,0,0,0,,
,575,0,0,0,0,0,0,0,0,,
,576,0,0,0,0,0,0,0,0,,
,577,0,0,0,0,0,0,0,0,,
,578,0,0,0,0,0,0,0,0,,
,579,0,0,0,0,0,0,0,0,,
,580,0,0,0,0,0,0,0,0,,
,581,0,0,0,0,0,0,0,0,,
,582,0,0,0,0,0,0,0,0,,
,583,0,0,0,0,0,0,0,0,,
,584,0,0,0,0,0,0,0,0,,
,585,0,0,0,0,0,0,0,0,,
,586,0,0,0,0,0,0,0,0,,
,587,0,0,0,0,0,0,0,0,,
,588,0,0,0,0,0,0,0,0,,
,589,0,0,0,0,0,0,0,0,,
Anbar,529,62,62,22,5,1,34,0,34,Anbar,Anbar
Anbar,530,111,111,36,5,0,69,1,70,Anbar,Anbar
Anbar,531,125,125,68,5,0,52,0,52,Anbar,Anbar
Anbar,532,144,144,30,10,0,99,5,104,Anbar,Anbar
Anbar,533,206,206,67,22,0,117,0,117,Anbar,Anbar
Anbar,534,240,240,96,37,0,107,0,107,Anbar,Anbar
Anbar,535,243,243,120,33,0,88,2,90,Anbar,Anbar
Anbar,536,32,32,11,4,0,17,0,17,Anbar,Anbar
Anbar,537,286,286,80,52,0,89,2,91,Anbar,Anbar
Anbar,538,420,420,161,36,0,151,0,151,Anbar,Anbar
Anbar,539,360,360,142,26,0,120,0,120,Anbar,Anbar
Anbar,540,404,404,123,42,0,149,0,149,Anbar,Anbar
Anbar,541,308,308,80,14,0,143,0,143,Anbar,Anbar
Anbar,542,332,332,55,7,0,195,0,195,Anbar,Anbar
Anbar,543,422,422,68,7,0,209,0,209,Anbar,Anbar
Anbar,544,476,476,82,10,0,270,0,270,Anbar,Anbar
Anbar,545,508,507,122,11,0,265,0,265,Anbar,Anbar
Anbar,546,609,609,138,7,0,317,0,317,Anbar,Anbar
Anbar,547,722,721,165,1,0,373,0,373,Anbar,Anbar
Anbar,548,747,746,172,0,0,372,0,372,Anbar,Anbar
Anbar,549,1015,1015,257,0,0,524,0,524,Anbar,Anbar
Anbar,550,996,996,256,1,0,609,0,609,Anbar,Anbar
Anbar,551,285,285,91,0,0,153,0,153,Anbar,Anbar
Anbar,552,806,806,269,0,1,441,0,441,Anbar,Anbar
Anbar,553,658,658,225,0,0,355,0,355,Anbar,Anbar
Anbar,554,835,835,287,0,0,426,0,426,Anbar,Anbar
Anbar,555,998,985,380,0,2,443,0,443,Anbar,Anbar
Anbar,556,989,965,291,11,3,499,0,499,Anbar,Anbar
Anbar,557,1085,1057,309,3,0,568,0,568,Anbar,Anbar
Anbar,558,1377,1341,436,13,3,694,0,694,Anbar,Anbar
Anbar,559,1356,1326,425,9,0,679,7,686,Anbar,Anbar
Anbar,560,1438,1413,492,23,4,373,260,633,Anbar,Anbar
Anbar,561,1522,1499,690,14,15,335,237,572,Anbar,Anbar
Anbar,562,1349,1320,561,16,15,306,245,551,Anbar,Anbar
Anbar,563,1312,1298,573,8,7,306,248,554,Anbar,Anbar
Anbar,564,1260,1241,581,0,8,241,270,511,Anbar,Anbar
Anbar,565,1146,1111,499,11,12,197,321,518,Anbar,Anbar
Anbar,566,1176,1060,398,8,20,221,384,605,Anbar,Anbar
Anbar,567,761,675,250,6,14,135,273,408,Anbar,Anbar
Anbar,568,611,508,174,6,15,130,225,355,Anbar,Anbar
Anbar,569,495,417,156,11,10,85,192,277,Anbar,Anbar
Anbar,570,426,374,120,27,11,96,153,249,Anbar,Anbar
Anbar,571,353,328,89,20,7,72,134,206,Anbar,Anbar
Anbar,572,328,311,100,6,3,72,112,184,Anbar,Anbar
Anbar,573,235,231,54,1,0,39,128,167,Anbar,Anbar
Anbar,574,185,178,35,1,1,29,103,132,Anbar,Anbar
Anbar,575,143,138,29,0,0,33,74,107,Anbar,Anbar
Anbar,576,140,138,32,1,2,30,67,97,Anbar,Anbar
Anbar,577,106,106,27,2,2,28,45,73,Anbar,Anbar
Anbar,578,139,139,28,0,1,36,68,104,Anbar,Anbar
Anbar,579,111,109,16,0,2,27,51,78,Anbar,Anbar
Anbar,580,103,100,15,0,4,28,34,62,Anbar,Anbar
Anbar,581,83,79,20,1,2,22,18,40,Anbar,Anbar
Anbar,582,79,79,9,1,1,33,21,54,Anbar,Anbar
Anbar,583,75,71,19,1,1,19,24,43,Anbar,Anbar
Anbar,584,75,75,24,0,1,20,16,36,Anbar,Anbar
Anbar,585,67,65,19,3,1,26,8,34,Anbar,Anbar
Anbar,586,60,59,10,0,1,21,12,33,Anbar,Anbar
Anbar,587,49,47,8,1,1,18,10,28,Anbar,Anbar
Anbar,588,46,42,11,0,0,12,12,24,Anbar,Anbar
Anbar,589,33,33,5,0,0,12,14,26,Anbar,Anbar
Babylon,529,10,10,1,0,0,9,0,9,Babylon,Babylon
Babylon,530,16,16,2,0,0,14,0,14,Babylon,Babylon
Babylon,531,56,56,20,6,0,28,2,30,Babylon,Babylon
Babylon,532,62,62,12,5,0,39,6,45,Babylon,Babylon
Babylon,533,64,64,18,10,0,32,4,36,Babylon,Babylon
Babylon,534,35,35,10,6,0,19,0,19,Babylon,Babylon
Babylon,535,63,63,14,19,0,29,1,30,Babylon,Babylon
Babylon,536,4,4,1,0,0,3,0,3,Babylon,Babylon
Babylon,537,53,53,11,11,0,29,0,29,Babylon,Babylon
Babylon,538,83,83,22,8,0,43,0,43,Babylon,Babylon
Babylon,539,58,58,12,7,0,35,0,35,Babylon,Babylon
Babylon,540,100,100,19,12,0,56,0,56,Babylon,Babylon
Babylon,541,56,56,8,1,0,39,0,39,Babylon,Babylon
Babylon,542,39,39,5,0,0,22,0,22,Babylon,Babylon
Babylon,543,43,43,10,0,1,28,0,28,Babylon,Babylon
Babylon,544,67,67,11,0,1,45,0,45,Babylon,Babylon
Babylon,545,37,37,9,0,0,27,0,27,Babylon,Babylon
Babylon,546,42,42,10,0,2,25,0,25,Babylon,Babylon
Babylon,547,57,57,8,0,1,37,0,37,Babylon,Babylon
Babylon,548,47,47,15,1,0,27,0,27,Babylon,Babylon
Babylon,549,54,54,8,0,0,41,0,41,Babylon,Babylon
Babylon,550,55,55,8,0,0,41,0,41,Babylon,Babylon
Babylon,551,24,24,5,0,0,18,0,18,Babylon,Babylon
Babylon,552,37,37,9,0,0,27,0,27,Babylon,Babylon
Babylon,553,53,53,8,0,0,39,0,39,Babylon,Babylon
Babylon,554,59,59,8,2,0,42,0,42,Babylon,Babylon
Babylon,555,59,53,11,1,0,42,0,42,Babylon,Babylon
Babylon,556,64,56,5,0,0,54,0,54,Babylon,Babylon
Babylon,557,80,67,5,0,0,62,0,62,Babylon,Babylon
Babylon,558,98,77,13,0,0,70,0,70,Babylon,Babylon
Babylon,559,141,102,27,0,0,74,0,74,Babylon,Babylon
Babylon,560,166,124,31,2,0,66,26,92,Babylon,Babylon
Babylon,561,147,120,30,0,0,68,26,94,Babylon,Babylon
Babylon,562,117,84,27,0,2,30,22,52,Babylon,Babylon
Babylon,563,131,99,20,0,1,47,18,65,Babylon,Babylon
Babylon,564,145,106,34,1,0,33,24,57,Babylon,Babylon
Babylon,565,122,96,36,0,1,36,13,49,Babylon,Babylon
Babylon,566,156,111,30,2,3,55,25,80,Babylon,Babylon
Babylon,567,151,103,40,2,0,44,21,65,Babylon,Babylon
Babylon,568,176,127,44,2,3,53,19,72,Babylon,Babylon
Babylon,569,150,102,30,16,1,51,17,68,Babylon,Babylon
Babylon,570,134,108,36,36,0,32,13,45,Babylon,Babylon
Babylon,571,108,66,40,11,1,23,12,35,Babylon,Babylon
Babylon,572,83,52,26,4,0,24,12,36,Babylon,Babylon
Babylon,573,96,84,42,4,0,24,10,34,Babylon,Babylon
Babylon,574,59,46,12,3,1,15,13,28,Babylon,Babylon
Babylon,575,74,68,23,1,0,18,24,42,Babylon,Babylon
Babylon,576,29,29,7,2,0,2,18,20,Babylon,Babylon
Babylon,577,18,16,4,1,1,2,8,10,Babylon,Babylon
Babylon,578,49,49,13,6,1,12,15,27,Babylon,Babylon
Babylon,579,28,25,6,0,0,10,8,18,Babylon,Babylon
Babylon,580,23,22,2,1,0,5,14,19,Babylon,Babylon
Babylon,581,27,24,1,2,0,11,10,21,Babylon,Babylon
Babylon,582,24,23,3,2,0,11,7,18,Babylon,Babylon
Babylon,583,22,20,3,0,1,10,6,16,Babylon,Babylon
Babylon,584,31,29,4,0,0,17,7,24,Babylon,Babylon
Babylon,585,30,28,8,0,0,8,11,19,Babylon,Babylon
Babylon,586,19,17,1,1,1,5,8,13,Babylon,Babylon
Babylon,587,24,22,2,1,0,11,7,18,Babylon,Babylon
Babylon,588,22,20,4,0,0,3,11,14,Babylon,Babylon
Babylon,589,13,12,0,1,1,5,5,10,Babylon,Babylon
Baghdad,529,103,103,39,6,1,56,0,56,Baghdad,Baghdad
Baghdad,530,202,202,46,13,0,141,2,143,Baghdad,Baghdad
Baghdad,531,466,466,204,64,0,194,4,198,Baghdad,Baghdad
Baghdad,532,695,695,240,111,0,314,30,344,Baghdad,Baghdad
Baghdad,533,640,640,224,130,0,245,41,286,Baghdad,Baghdad
Baghdad,534,496,496,190,83,0,215,8,223,Baghdad,Baghdad
Baghdad,535,961,961,397,256,0,291,17,308,Baghdad,Baghdad
Baghdad,536,167,167,61,33,0,70,3,73,Baghdad,Baghdad
Baghdad,537,673,673,217,110,1,295,1,296,Baghdad,Baghdad
Baghdad,538,1187,1187,467,136,0,522,0,522,Baghdad,Baghdad
Baghdad,539,715,715,246,65,0,377,0,377,Baghdad,Baghdad
Baghdad,540,996,996,361,63,0,529,0,529,Baghdad,Baghdad
Baghdad,541,600,600,164,40,4,386,0,386,Baghdad,Baghdad
Baghdad,542,608,607,175,23,0,390,0,390,Baghdad,Baghdad
Baghdad,543,657,657,177,13,0,420,0,420,Baghdad,Baghdad
Baghdad,544,855,854,282,36,1,490,0,490,Baghdad,Baghdad
Baghdad,545,727,726,250,39,0,411,0,411,Baghdad,Baghdad
Baghdad,546,908,899,273,39,0,539,0,539,Baghdad,Baghdad
Baghdad,547,836,835,251,9,1,493,0,493,Baghdad,Baghdad
Baghdad,548,775,775,210,1,0,485,0,485,Baghdad,Baghdad
Baghdad,549,920,920,266,3,0,544,0,544,Baghdad,Baghdad
Baghdad,550,807,806,238,1,1,442,0,442,Baghdad,Baghdad
Baghdad,551,439,437,152,1,2,229,0,229,Baghdad,Baghdad
Baghdad,552,846,844,260,1,2,488,0,488,Baghdad,Baghdad
Baghdad,553,1126,1126,319,0,4,610,0,610,Baghdad,Baghdad
Baghdad,554,1360,1342,370,4,0,749,0,749,Baghdad,Baghdad
Baghdad,555,1533,1363,397,2,1,829,0,829,Baghdad,Baghdad
Baghdad,556,1787,1414,389,5,2,933,0,933,Baghdad,Baghdad
Baghdad,557,1547,1204,315,10,2,847,0,847,Baghdad,Baghdad
Baghdad,558,1939,1503,426,8,1,963,0,963,Baghdad,Baghdad
Baghdad,559,2340,1620,529,11,0,989,17,1006,Baghdad,Baghdad
Baghdad,560,3205,1965,758,13,3,889,344,1233,Baghdad,Baghdad
Baghdad,561,3187,1961,815,17,9,768,392,1160,Baghdad,Baghdad
Baghdad,562,3340,1987,752,19,18,739,420,1159,Baghdad,Baghdad
Baghdad,563,3444,2068,785,2,15,813,379,1192,Baghdad,Baghdad
Baghdad,564,3472,2382,942,8,10,811,441,1252,Baghdad,Baghdad
Baghdad,565,2573,1951,764,17,19,624,444,1068,Baghdad,Baghdad
Baghdad,566,2426,1970,732,18,11,661,436,1097,Baghdad,Baghdad
Baghdad,567,2983,2208,930,42,14,736,379,1115,Baghdad,Baghdad
Baghdad,568,3400,2612,1043,80,16,743,500,1243,Baghdad,Baghdad
Baghdad,569,3309,2600,1051,197,15,826,407,1233,Baghdad,Baghdad
Baghdad,570,2980,2231,1029,335,12,732,384,1116,Baghdad,Baghdad
Baghdad,571,2169,1680,785,237,4,475,319,794,Baghdad,Baghdad
Baghdad,572,1765,1421,608,162,4,440,279,719,Baghdad,Baghdad
Baghdad,573,1403,1263,537,116,1,330,248,578,Baghdad,Baghdad
Baghdad,574,1001,855,316,79,2,261,181,442,Baghdad,Baghdad
Baghdad,575,1035,917,329,85,1,259,210,469,Baghdad,Baghdad
Baghdad,576,791,743,221,27,4,201,279,480,Baghdad,Baghdad
Baghdad,577,651,594,175,12,5,188,203,391,Baghdad,Baghdad
Baghdad,578,1107,1073,535,85,1,261,172,433,Baghdad,Baghdad
Baghdad,579,1284,1232,528,105,0,340,234,574,Baghdad,Baghdad
Baghdad,580,955,900,329,72,2,267,215,482,Baghdad,Baghdad
Baghdad,581,478,411,78,7,1,196,120,316,Baghdad,Baghdad
Baghdad,582,374,334,56,10,4,144,109,253,Baghdad,Baghdad
Baghdad,583,482,426,82,7,4,213,109,322,Baghdad,Baghdad
Baghdad,584,436,399,79,6,1,212,94,306,Baghdad,Baghdad
Baghdad,585,341,323,49,8,3,141,108,249,Baghdad,Baghdad
Baghdad,586,363,351,36,6,2,173,123,296,Baghdad,Baghdad
Baghdad,587,300,283,33,6,5,126,103,229,Baghdad,Baghdad
Baghdad,588,273,255,31,6,1,114,91,205,Baghdad,Baghdad
Baghdad,589,181,166,18,2,0,78,62,140,Baghdad,Baghdad
Basrah,529,11,11,4,0,0,6,0,6,Basrah,Basrah
Basrah,530,13,13,6,0,0,6,1,7,Basrah,Basrah
Basrah,531,44,44,24,4,0,12,4,16,Basrah,Basrah
Basrah,532,87,87,51,11,0,22,3,25,Basrah,Basrah
Basrah,533,37,37,21,4,0,11,1,12,Basrah,Basrah
Basrah,534,21,21,13,4,0,4,0,4,Basrah,Basrah
Basrah,535,128,128,75,37,0,15,1,16,Basrah,Basrah
Basrah,536,7,7,4,1,0,2,0,2,Basrah,Basrah
Basrah,537,37,37,14,7,0,15,0,15,Basrah,Basrah
Basrah,538,26,26,10,3,0,13,0,13,Basrah,Basrah
Basrah,539,37,37,20,6,0,9,0,9,Basrah,Basrah
Basrah,540,28,28,12,6,0,10,0,10,Basrah,Basrah
Basrah,541,14,14,4,0,0,9,0,9,Basrah,Basrah
Basrah,542,17,17,7,1,0,8,0,8,Basrah,Basrah
Basrah,543,15,15,6,0,0,9,0,9,Basrah,Basrah
Basrah,544,21,21,13,2,0,5,0,5,Basrah,Basrah
Basrah,545,20,18,9,0,0,9,0,9,Basrah,Basrah
Basrah,546,18,17,13,1,0,3,0,3,Basrah,Basrah
Basrah,547,11,10,4,0,0,6,0,6,Basrah,Basrah
Basrah,548,34,34,12,1,0,16,0,16,Basrah,Basrah
Basrah,549,22,22,7,0,0,11,0,11,Basrah,Basrah
Basrah,550,22,22,13,0,0,6,0,6,Basrah,Basrah
Basrah,551,8,8,5,0,0,2,0,2,Basrah,Basrah
Basrah,552,26,26,5,0,0,15,0,15,Basrah,Basrah
Basrah,553,45,45,18,0,0,9,0,9,Basrah,Basrah
Basrah,554,67,65,26,0,0,24,0,24,Basrah,Basrah
Basrah,555,89,74,24,0,0,19,0,19,Basrah,Basrah
Basrah,556,65,59,15,2,0,12,0,12,Basrah,Basrah
Basrah,557,58,40,20,1,1,11,0,11,Basrah,Basrah
Basrah,558,108,91,33,0,0,14,0,14,Basrah,Basrah
Basrah,559,117,94,30,1,1,27,0,27,Basrah,Basrah
Basrah,560,151,132,51,4,0,15,6,21,Basrah,Basrah
Basrah,561,195,179,72,5,0,29,3,32,Basrah,Basrah
Basrah,562,221,185,100,2,0,14,6,20,Basrah,Basrah
Basrah,563,304,267,170,0,0,22,0,22,Basrah,Basrah
Basrah,564,226,215,90,0,0,12,4,16,Basrah,Basrah
Basrah,565,237,228,124,1,0,18,2,20,Basrah,Basrah
Basrah,566,204,196,99,0,0,13,3,16,Basrah,Basrah
Basrah,567,212,179,54,2,0,12,7,19,Basrah,Basrah
Basrah,568,245,228,59,4,0,20,2,22,Basrah,Basrah
Basrah,569,277,253,120,21,0,20,3,23,Basrah,Basrah
Basrah,570,330,272,144,71,0,15,3,18,Basrah,Basrah
Basrah,571,174,160,77,60,0,14,1,15,Basrah,Basrah
Basrah,572,48,27,13,3,1,6,0,6,Basrah,Basrah
Basrah,573,26,20,9,1,1,4,0,4,Basrah,Basrah
Basrah,574,95,50,18,1,1,24,3,27,Basrah,Basrah
Basrah,575,88,48,21,3,0,13,6,19,Basrah,Basrah
Basrah,576,89,89,70,2,0,9,2,11,Basrah,Basrah
Basrah,577,82,75,61,0,0,8,4,12,Basrah,Basrah
Basrah,578,130,119,76,13,0,16,2,18,Basrah,Basrah
Basrah,579,48,47,17,8,0,4,3,7,Basrah,Basrah
Basrah,580,53,44,22,4,0,6,9,15,Basrah,Basrah
Basrah,581,38,30,12,2,0,7,6,13,Basrah,Basrah
Basrah,582,21,16,10,0,0,3,2,5,Basrah,Basrah
Basrah,583,32,20,7,0,0,7,5,12,Basrah,Basrah
Basrah,584,19,10,2,0,0,8,0,8,Basrah,Basrah
Basrah,585,10,5,1,0,0,2,2,4,Basrah,Basrah
Basrah,586,10,5,0,1,0,2,2,4,Basrah,Basrah
